=== Table 1 (page 4) ===
,,APA FY25 Annual Report,"APA Greenhouse Gas Emissions & Energy 
APA Climate Transition Plan"
Total Scope 1 and Scope 2 (market method) (adjusted) (gross),EM-MD-110a.1 IF-EU-110a.1 IF-EU-110a.2,,t CO2-e,"2,001,940","2,035,046","2,183,593","2,363,316","2,184,424"
Carbon offsets surrendered,,,#,"(37,582)","(45,590)","(16,763)","(19,537)",-
ACCUs issued,,,#,"63,088","53,575",-,-,-
Total Scope 1 and Scope 2 (market method) (adjusted) (net),EM-MD-110a.1 IF-EU-110a.1 IF-EU-110a.2,,t CO2-e,"2,027,446","2,043,031","2,166,830","2,343,779","2,184,424"
Renewable electricity as a percentage of grid electricity consumed,,,%,100 %,100 %,100 %,- %,- %
Electricity - grid consumed,,,MWh,"17,741","19,039","21,563",,
LGC volume to meet 100% Renewable Energy commitment,,,#,"17,741","19,039","21,563",,
LGCs surrendered - voluntary,,,#,"16,000","15,200","19,000",,
LGCs surrendered - regulatory ⁵,,,#,"3,228","3,565","4,052",,
Total LGCs surrendered,,,#,"20,443","20,254","23,052",,
LGC surplus/deficit carried forward from prior reporting period,,,#,"1,215","1,489",-,,
LGC true-up (surplus/deficit). Note: carried forward to next reporting period,,,#,"2,702","1,215","1,489",,
Percentage of Scope 1 GHG emissions covered under an emissions-limiting regulation,EM-MD-110a.1 IF-EU-110a.1,,%,80 %,84 %,75 %,,
Operational scope 1 GHG emissions by greenhouse gas split by asset class and total⁶,,,,,,,,
Year-end 30 June,SASB,GRI,UoM,FY25,FY24,FY23,FY22,FY21
Gas Infrastructure,,,,,,,,
Methane (CH4),EM-MD-110a.1 IF-EU-110a.1,,t CO2-e,"254,721","256,349","262,658","278,418","224,630"
,,,t,"9,097","9,155","9,381","9,943","8,022"
Carbon dioxide (CO2),EM-MD-110a.1 IF-EU-110a.1,,t CO2-e,"263,043","287,354","335,081","338,289","333,672"
,,,t,"263,043","287,354","335,081","338,289","333,672"
Nitrous oxide (N2O),EM-MD-110a.1 IF-EU-110a.1,,t CO2-e,194,214,479,498,442
,,,t,1,1,2,2,2
Sulphur hexafluoride (SF6),EM-MD-110a.1 IF-EU-110a.1,,t CO2-e,-,-,-,-,-
,,,t,-,-,-,-,-
Power Generation Infrastructure,,,,,,,,
Methane (CH4),IF-EU-110a.2,,t CO2-e,"2,659","2,709","1,559","1,744","1,834"
,,,t,95,97,56,62,66
Carbon dioxide (CO2),IF-EU-110a.2,,t CO2-e,"1,341,630","1,357,814","778,957","873,419","868,440"
,,,t,"1,341,630","1,357,814","778,957","873,419","868,440"
Nitrous oxide (N2O),IF-EU-110a.2,,t CO2-e,796,811,466,515,513
,,,t,3,3,2,2,2
Sulphur hexafluoride (SF6),IF-EU-110a.2,,t CO2-e,-,-,47,62,296
,,,t,-,-,0.002,0.003,0.013
Electricity Transmission Infrastructure,,,,,,,,
Methane (CH4),IF-EU-110a.2,,t CO2-e,0.078,0.050,0.021,0.004,0.069
,,,t,0.003,0.002,0.001,0.0002,0.0025
Carbon dioxide (CO2),IF-EU-110a.2,,t CO2-e,55,34,14,3,38
,,,t,55,34,14,3,38
Nitrous oxide (N2O),IF-EU-110a.2,,t CO2-e,0.313,0.196,0.083,0.018,0.254
,,,t,0.001,0.001,0.0003,0.0001,0.001
Sulphur hexafluoride (SF6),IF-EU-110a.2,,t CO2-e,-,42,76,28,113
,,,t,-,0.002,0.003,0.001,0.005
Total,,,,,,,,
Methane (CH4),IF-EU-110a.2,,t CO2-e,"257,381","259,058","264,217","280,162","226,464"
,,,t,"9,192","9,252","9,436","10,006","8,088"
Methane adjustment (due to re-baselining for NGER method change for natural gas storage fugitive,,,,,,,,
,,,t,-,-,-,-,"1,287"
emissions),,,,,,,,
Methane adjustment (due to re-baselining for Orbost divestment),,,t,-,-,(560),(566),(54)
Methane adjustment (due to re-baselining for historical reporting error associated with fuel gas emissions at,,,,,,,,
,,,t,-,-,-,0.8,0.5
Moomba compressor station),,,,,,,,
Methane adjustment (due to re-baselining for NGER calculation change for gas distribution fugitive emissions),,,t,-,-,-,(500),(488)
Methane adjustment (due to Basslink acquisition),,,t,-,-,-,0.0002,0.0002
Methane adjustment (due to re-baselining for Newman Power Station acquisition),,,t,-,-,27,28,14
Methane adjustment (due to re-baselining for Port Hedland Power Station acquisition),,,t,-,-,24,27,28

=== Table 9 (page 44) ===
Methane adjustment (due to re-baselining for historical reporting error associated with fugitive emissions on,,,,,,,,,
,,,t,-,-,45,45,45,
the VTS),,,,,,,,,
Methane (CH4) (adjusted),IF-EU-110a.2,,t,"9,192","9,252","8,972","9,041","8,920",
Carbon dioxide (CO2),IF-EU-110a.2,,t CO2-e,"1,604,728","1,645,202","1,114,053","1,211,711","1,202,150",
,,,t,"1,604,728","1,645,202","1,114,053","1,211,711","1,202,150",
Nitrous oxide (N2O),IF-EU-110a.2,,t CO2-e,991,"1,026",945,"1,013",955,
,,,t,4,4,4,4,4,
Sulphur hexafluoride (SF6),IF-EU-110a.2,,t CO2-e,-,42,123,90,409,
,,,t,-,0.002,0.005,0.004,0.017,
Equity Share GHG emissions by asset class and total,,,,,,,,,
Year-end 30 June,SASB,GRI,UoM,FY25,FY24,FY23,,,
Gas Infrastructure,,,,,,,,,
Scope 1,,,t CO2-e,"522,915","515,043","544,953",,,
Scope 2 (market method) ⁷,,,t CO2-e,92,184,213,,,
Total Scope 1 and Scope 2 (market method) (gross),EM-MD-110a.1 IF-EU-110a.1,,t CO2-e,"523,007","515,227","545,166",,,
Power Generation Infrastructure ⁸,,,,,,,,,
Scope 1,,,t CO2-e,"1,486,017","1,259,168","932,586",,,
Scope 2 (market method) ⁷,,,t CO2-e,52,47,16,,,
Total Scope 1 and Scope 2 (market method) (gross),IF-EU-110a.2,,t CO2-e,"1,486,069","1,259,215","932,602",,,
Power generation intensity,,,t CO2-e / MWh,0.34,0.32,-,,,
Electricity Transmission Infrastructure,,,,,,,,,
Scope 1,,,t CO2-e,34,3,21,,,
Scope 2 (market method) - line loss,,,t CO2-e,"93,259","81,981","74,215",,,
Scope 2 (market method) - grid electricity ⁷,,,t CO2-e,0,0,0,,,
Total Scope 1 and Scope 2 (market method),IF-EU-110a.2,,t CO2-e,"93,293","81,984","74,236",,,
Total,,,,,,,,,
Scope 1,,,t CO2-e,"2,008,966","1,774,214","1,477,559",,,
Scope 2 (market method) - line loss,,,t CO2-e,"93,259","81,981","74,215",,,
Scope 2 (market method) - grid electricity ⁷,,,t CO2-e,145,231,229,,,
Total Scope 1 and Scope 2 (market method),EM-MD-110a.1 IF-EU-110a.1 IF-EU-110a.2,,t CO2-e,"2,102,369","1,856,426","1,552,004",,,
Scope 3 GHG emissions by category,,,,,,,,,
Year-end 30 June,SASB,GRI,UoM,FY25,FY24,FY23,FY22,FY21,FY20
Upstream (gross),,,,,,,,,
Category 1: Purchased goods and services (including capital goods),,305-3,t CO2-e,"186,094","213,459","325,956","280,898","171,425","137,726"
Category 3: Fuel and energy related activities,,305-3,t CO2-e,"234,640","238,590","205,675","215,237","214,642","418,351"
Category 5: Waste,,305-3,t CO2-e,648,759,"1,104","1,023","1,660","1,833"
Category 6: Business travel,,305-3,t CO2-e,"6,883","7,757","5,646","2,265","1,832","4,739"
Category 7: Employee commuting ⁹,,305-3,t CO2-e,"2,407","2,451","2,812","2,512","2,316","1,886"
Downstream (gross),,,,,,,,,
Category 11: Use of sold products,,305-3,t CO2-e,"9,265","23,103","52,375","111,331","159,610","144,367"
Category 15: Investments,,305-3,t CO2-e,"196,347","178,479","221,716","240,205","220,186",-
Total Upstream and Downstream (gross),,305-3,t CO2-e,"636,284","664,598","815,284","853,473","771,671","708,901"
Carbon offsets surrendered - due to 100% business travel being offset,,,#,"(6,883)","(7,757)","(5,646)",,,
Total Upsteam and Downstream (net),,305-3,t CO2-e,"629,401","656,841","809,638","853,473","771,671","708,901"
Category 15: Investments - gas infrastructure assets only,,,t CO2-e,"55,590","43,639","70,144","93,739","83,286",—
Category 15 adjustment (due to divestment of Tipton West),,,t CO2-e,-,0,—,"7,405","13,387",
Total Category 15: Investments - gas infrastructure assets (adjusted),,,t CO2-e,"55,590","43,639","70,144","86,334","69,899",
Category 15: Investments - gas infrastructure assets emissions change compared to base year,,,,,,,,,
,,,t CO2-e,"(14,309)","(26,260)",245,"16,435",,
(adjusted),,,,,,,,,
,,,%,-20%,-38%,0 %,24 %,,
"Category 1 and 2 suppliers, as a percentage of total spend, engaged to set a Net Zero goal9",,,%,-,,,,,
"Category 1 and 2 suppliers, as a percentage of total spend, who have a set a Net Zero goal",,,%,14%,,,,,
End-user GHG emissions,,,,,,,,,
Year-end 30 June,SASB,GRI,UoM,FY25,FY24,FY23,FY22,FY21,FY20
End-user emissions (upstream and downstream),,305-3,t CO2-e,"62,775,374","64,035,270","62,329,409","66,834,654","66,286,223","68,286,483"
"¹ All calculations are based on Scope 2 market method, except when indicated otherwise.",,,,,,,,,
"² A true-up occurs where there is any variance between the pre-assured actuals on which the unit amount is calculated, and assured actuals disclosed.",,,,,,,,,

=== Table 10 (page 45) ===
"³ Where there has been no voluntary surrender of LGCs, there will be minor differences in the Scope 2 emissions value calculated between the location-based and market-based methods. This is in part is due to the residual mix factor being applied at a national level rather than on a state-by-state basis. Where this is the case i.e., there has been no voluntary surrender of LGCs, we"
assume the location-based method calculation value also represents the market-based method calculation value. APA has not surrendered LGCs for electricity transmission line losses in the reporting period.
⁴ Emissions for Basslink in FY23 have been applied to FY22 and FY21 as actuals are not available for both years.
⁵ Required to be surrendered by liable entities under the LRET according to the renewable power percentage.
⁶ These values are not adjusted due to re-baselining activity and use the Global Warming Potentials (GWP) from the Intergovernmental Panel on Climate Change Assessment Report 5 based on a 100-year timeframe.
"⁷ To determine Scope 2 emissions using the market method, LGCs are only allocated to facilities under APA's operational control."
8 Work from home emissions are included in Category 7: Employee commuting for FY24
⁹ Net zero goal or equivalent (e.g. carbon neutral goal) covering operational emisisons

=== Table 11 (page 46) ===
,,APA FY25 Annual Report,APA Greenhouse Gas Emissions &,APA Climate Transition Plan,,,,
,Sustainability Data Book Index,,,,APA Website,,,
CLIMATE: OFFSETS,,(including Climate Report),"Energy Calculation Methodology
2025",,,,,
Units Surrendered for FY25,,,,,,,,
Legend: VCU = Verified Carbon Unit; ACCU = Australian Carbon Credit Unit; KACCU = Kyoto Australian Carbon Credit Unit; REDD+ = Reducing emissions from deforestation and forest degradation in developing countries; HIR = Human-Induced Regeneration; IFM = Integrated Farm Management,,,,,,,,
Project Name,Project Location and Host Country,Project ID,Link to Project,Credit type,Abatement Method,Year of Issuance,Number of Units (#),Attributable to
Aak Puul Ngantam (APN),"Cape York, Queensland, Australia",EOP100972,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,Savanna Burning,2024,"5,000 SWQP Safeguard Mechanism compliance (early surrender) and gas infrastructure",
,,,contract-register/project/EOP100972,,,,,target
Warbreccan Regeneration Project,"Queensland, Australia",ERF121758,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,HIR,2024,,SWQP Safeguard Mechanism compliance (early surrender) and gas infrastructure
,,,,,,,"1,845",
,,,contract-register/project/ERF121758,,,,,target
Hillview Station Regeneration Project,"Western Australia, Australia",ERF123583,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,HIR,2024,"2,348 SWQP Safeguard Mechanism compliance (early surrender) and gas infrastructure",
,,,contract-register/project/ERF123583,,,,,target
Hillview Station Regeneration Project,"Western Australia, Australia",ERF123583,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,HIR,2023,579,SWQP Safeguard Mechanism compliance (early surrender) and gas infrastructure
,,,contract-register/project/ERF123583,,,,,target
Austin Downs Station Regeneration Project,"Western Australia, Australia",ERF121665,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,HIR,2023,"6,450 SWQP Safeguard Mechanism compliance (early surrender) and gas infrastructure",
,,,contract-register/project/ERF121665,,,,,target
Austin Downs Station Regeneration Project,"Western Australia, Australia",ERF121665,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,ACCU,HIR,2023,251,
,,,,,,,,Gas infrastructure target
,,,contract-register/project/ERF121665,,,,,
Katingan Peatland Restoration and Conservation Project,Indonesia,VCS 1477,https://registry.verra.org/app/projectDetail/VCS/1477,VCU,REDD+,2022,"20,000 Gas infrastructure target",
Katingan Peatland Restoration and Conservation Project,Indonesia,VCS 1477,https://registry.verra.org/app/projectDetail/VCS/1477,VCU,REDD+,2022,"4,000 Scope 3 category 6 - business travel offsetting commitment",
Kuamut Rainforest Conservation Project,Malaysia,VCS 2609,https://registry.verra.org/app/projectDetail/VCS/2609,VCU,IFM,2024,"1,109 Gas infrastructure target",
Kuamut Rainforest Conservation Project,Malaysia,VCS 2609,https://registry.verra.org/app/projectDetail/VCS/2609,VCU,IFM,2024,"2,883 Scope 3 category 6 - business travel offsetting commitment",
Total,,,,,,,"44,465",
Units Issued in FY25,,,,,,,,
Project Name,Project Location and Host Country,Project ID,Link to Project,Credit type,Abatement Method,Year of Issuance,Number of Units (#),
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,Industrial and Commercial,,,
Newman Power Station,"Western Australia, Australia",ERF152447,,KACCU,,2024,"63,088",
,,,contract-register/project/ERF152447,,Emissions Reduction,,,
Total,,,,,,,"63,088",
Other Offset Holdings as of 5 August 2025,,,,,,,,
Project Name,Project Location and Host Country,Project ID,Link to Project,Credit type,Abatement Method,Year of Issuance,Number of Units (#),
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Aak Puul Ngantam (APN),"Cape York, Queensland, Australia",EOP100972,,ACCU,Savanna Burning,2024,"25,000",
,,,contract-register/project/EOP100972,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Aak Puul Ngantam (APN),"Cape York, Queensland, Australia",EOP100972,,ACCU,Savanna Burning,2025,"10,000",
,,,contract-register/project/EOP100972,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Hillview Station Regeneration Project,"Western Australia, Australia",ERF123583,,ACCU,HIR,2024,"1,689",
,,,contract-register/project/ERF123583,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Austin Downs Station Regeneration Project,"Western Australia, Australia",ERF121665,,ACCU,HIR,2024,"5,583",
,,,contract-register/project/ERF121665,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Lakemere Human-Induced Regeneration Project,"New South Wales, Australia",ERF101409,,ACCU,HIR,2024,"6,700",
,,,contract-register/project/ERF101409,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Moombidary Forest Regeneration Project,"Queensland, Australia",ERF101548,,ACCU,HIR,2025,"3,540",
,,,contract-register/project/ERF101548,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Darling River Conservation Initiative Site #9,"New South Wales, Australia",ERF132688,,ACCU,HIR,2024,"5,547",
,,,contract-register/project/ERF132688,,,,,
,,,https://cer.gov.au/schemes/australian-carbon-credit-unit-scheme/accu-project-and-,,,,,
Western Australia Conservation Initiative - Site 2,"Western Australia, Australia",ERF123913,,ACCU,HIR,2024,"20,913",
,,,contract-register/project/ERF123913,,,,,
Total,,,,,,,"78,972",
